CA;ODS;Indicador;Descripción;Año;Valor
ANDALUCÍA;Fin de la pobreza;1.2.2.2;Población con carencia material severa;2018;8
ANDALUCÍA;Fin de la pobreza;1.2.2.3;Población viviendo en hogares con baja intensidad de trabajo;2010;14,7
ANDALUCÍA;Fin de la pobreza;1.2.2.3;Población viviendo en hogares con baja intensidad de trabajo;2011;20,11
ANDALUCÍA;Fin de la pobreza;1.2.2.3;Población viviendo en hogares con baja intensidad de trabajo;2012;20,62
ANDALUCÍA;Fin de la pobreza;1.2.2.3;Población viviendo en hogares con baja intensidad de trabajo;2013;25,26
ANDALUCÍA;Fin de la pobreza;1.2.2.3;Población viviendo en hogares con baja intensidad de trabajo;2014;27,43
ANDALUCÍA;Fin de la pobreza;1.2.2.3;Población viviendo en hogares con baja intensidad de trabajo;2015;24,85
ANDALUCÍA;Fin de la pobreza;1.2.2.3;Población viviendo en hogares con baja intensidad de trabajo;2016;23,46
ANDALUCÍA;Fin de la pobreza;1.2.2.3;Población viviendo en hogares con baja intensidad de trabajo;2017;21,91
ANDALUCÍA;Fin de la pobreza;1.2.2.3;Población viviendo en hogares con baja intensidad de trabajo;2018;18,09
ANDALUCÍA;Fin de la pobreza;1.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;2010;0,1204396
ANDALUCÍA;Fin de la pobreza;1.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;2011;0,107748919
ANDALUCÍA;Fin de la pobreza;1.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;2012;0,178930675
ANDALUCÍA;Fin de la pobreza;1.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;2013;0,059614196
ANDALUCÍA;Fin de la pobreza;1.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;2014;0,071506454
ANDALUCÍA;Fin de la pobreza;1.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;2015;0,17860681
ANDALUCÍA;Fin de la pobreza;1.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;2016;0,059495931
ANDALUCÍA;Fin de la pobreza;1.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;2017;0,130908729
ANDALUCÍA;Fin de la pobreza;1.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;2018;0,071375694
ANDALUCÍA;Reducción de las desigualdades;10.1.1.1;Tasas de crecimiento per cápita de los ingresos de los hogares del 40% más pobre de la población, cogiendo el 40% más pobre de cada Comunidad Autónoma;2015;-5,075236129
ANDALUCÍA;Reducción de las desigualdades;10.1.1.1;Tasas de crecimiento per cápita de los ingresos de los hogares del 40% más pobre de la población, cogiendo el 40% más pobre de cada Comunidad Autónoma;2016;-1,721570928
ANDALUCÍA;Reducción de las desigualdades;10.1.1.1;Tasas de crecimiento per cápita de los ingresos de los hogares del 40% más pobre de la población, cogiendo el 40% más pobre de cada Comunidad Autónoma;2017;-0,110169447
ANDALUCÍA;Reducción de las desigualdades;10.1.1.1;Tasas de crecimiento per cápita de los ingresos de los hogares del 40% más pobre de la población, cogiendo el 40% más pobre de cada Comunidad Autónoma;2018;2,219833973
ANDALUCÍA;Reducción de las desigualdades;10.1.1.2;Tasas de crecimiento per cápita de los gastos de los hogares de la población total;2011;0,365119542
ANDALUCÍA;Reducción de las desigualdades;10.1.1.2;Tasas de crecimiento per cápita de los gastos de los hogares de la población total;2012;-1,811260244
ANDALUCÍA;Reducción de las desigualdades;10.1.1.2;Tasas de crecimiento per cápita de los gastos de los hogares de la población total;2013;-3,223839123
ANDALUCÍA;Reducción de las desigualdades;10.1.1.2;Tasas de crecimiento per cápita de los gastos de los hogares de la población total;2014;-2,058116875
ANDALUCÍA;Reducción de las desigualdades;10.1.1.2;Tasas de crecimiento per cápita de los gastos de los hogares de la población total;2015;-1,798849864
ANDALUCÍA;Reducción de las desigualdades;10.1.1.2;Tasas de crecimiento per cápita de los gastos de los hogares de la población total;2016;-0,204585311
ANDALUCÍA;Reducción de las desigualdades;10.1.1.2;Tasas de crecimiento per cápita de los gastos de los hogares de la población total;2017;2,029167726
ANDALUCÍA;Reducción de las desigualdades;10.1.1.2;Tasas de crecimiento per cápita de los gastos de los hogares de la población total;2018;3,384970922
ANDALUCÍA;Reducción de las desigualdades;10.1.1.3;Tasas de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población;2011;1,496982498
ANDALUCÍA;Reducción de las desigualdades;10.1.1.3;Tasas de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población;2012;-1,918421238
ANDALUCÍA;Reducción de las desigualdades;10.1.1.3;Tasas de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población;2013;-3,789889587
ANDALUCÍA;Reducción de las desigualdades;10.1.1.3;Tasas de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población;2014;-2,675400027
ANDALUCÍA;Reducción de las desigualdades;10.1.1.3;Tasas de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población;2015;-2,213431902
ANDALUCÍA;Reducción de las desigualdades;10.1.1.3;Tasas de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población;2016;0,118123653
ANDALUCÍA;Reducción de las desigualdades;10.1.1.3;Tasas de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población;2017;1,930576281
ANDALUCÍA;Reducción de las desigualdades;10.1.1.3;Tasas de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población;2018;2,70558875
ANDALUCÍA;Reducción de las desigualdades;10.1.1.4;Tasas de crecimiento per cápita de los ingresos de los hogares de la población total;2015;-3,1
ANDALUCÍA;Reducción de las desigualdades;10.1.1.4;Tasas de crecimiento per cápita de los ingresos de los hogares de la población total;2016;-0,8
ANDALUCÍA;Reducción de las desigualdades;10.1.1.4;Tasas de crecimiento per cápita de los ingresos de los hogares de la población total;2017;0,6
ANDALUCÍA;Reducción de las desigualdades;10.1.1.4;Tasas de crecimiento per cápita de los ingresos de los hogares de la población total;2018;1,9
ANDALUCÍA;Reducción de las desigualdades;10.2.1.1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos;2010;18,8
ANDALUCÍA;Reducción de las desigualdades;10.2.1.1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos;2011;20,9
ANDALUCÍA;Reducción de las desigualdades;10.2.1.1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos;2012;18,9
ANDALUCÍA;Reducción de las desigualdades;10.2.1.1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos;2013;20,7
ANDALUCÍA;Reducción de las desigualdades;10.2.1.1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos;2014;24
ANDALUCÍA;Reducción de las desigualdades;10.2.1.1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos;2015;24,6
ANDALUCÍA;Reducción de las desigualdades;10.2.1.1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos;2016;25
ANDALUCÍA;Reducción de las desigualdades;10.2.1.1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos;2017;22,3
ANDALUCÍA;Reducción de las desigualdades;10.2.1.1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos;2018;21,2
ANDALUCÍA;Reducción de las desigualdades;10.2.1.1_1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, cogiendo mediana de cada comunidad autónoma;2010;13,48
ANDALUCÍA;Reducción de las desigualdades;10.2.1.1_1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, cogiendo mediana de cada comunidad autónoma;2011;13,55
ANDALUCÍA;Reducción de las desigualdades;10.2.1.1_1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, cogiendo mediana de cada comunidad autónoma;2012;12,34
ANDALUCÍA;Reducción de las desigualdades;10.2.1.1_1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, cogiendo mediana de cada comunidad autónoma;2013;13,64
ANDALUCÍA;Reducción de las desigualdades;10.2.1.1_1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, cogiendo mediana de cada comunidad autónoma;2014;15,52
ANDALUCÍA;Reducción de las desigualdades;10.2.1.1_1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, cogiendo mediana de cada comunidad autónoma;2015;16,68
ANDALUCÍA;Reducción de las desigualdades;10.2.1.1_1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, cogiendo mediana de cada comunidad autónoma;2016;15,41
ANDALUCÍA;Reducción de las desigualdades;10.2.1.1_1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, cogiendo mediana de cada comunidad autónoma;2017;14,12
ANDALUCÍA;Reducción de las desigualdades;10.2.1.1_1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, cogiendo mediana de cada comunidad autónoma;2018;13,33
ANDALUCÍA;Ciudades y comunidades sostenibles;11.1.1.1;;2010;35,1475
ANDALUCÍA;Ciudades y comunidades sostenibles;11.1.1.1;;2011;23,7771
ANDALUCÍA;Ciudades y comunidades sostenibles;11.1.1.1;;2012;17,945
ANDALUCÍA;Ciudades y comunidades sostenibles;11.1.1.1;;2013;23,0296
ANDALUCÍA;Ciudades y comunidades sostenibles;11.1.1.1;;2014;24,2579
ANDALUCÍA;Ciudades y comunidades sostenibles;11.1.1.1;;2015;16,9349
ANDALUCÍA;Ciudades y comunidades sostenibles;11.1.1.1;;2016;18,1149
ANDALUCÍA;Ciudades y comunidades sostenibles;11.1.1.1;;2017;7,304
ANDALUCÍA;Ciudades y comunidades sostenibles;11.1.1.1;;2018;23,6802
ANDALUCÍA;Ciudades y comunidades sostenibles;11.1.1.2;;2010;7,7939
ANDALUCÍA;Ciudades y comunidades sostenibles;11.1.1.2;;2011;11,1841
ANDALUCÍA;Ciudades y comunidades sostenibles;11.1.1.2;;2012;8,6597
ANDALUCÍA;Ciudades y comunidades sostenibles;11.1.1.2;;2013;9,2406
ANDALUCÍA;Ciudades y comunidades sostenibles;11.1.1.2;;2014;11,3532
ANDALUCÍA;Ciudades y comunidades sostenibles;11.1.1.2;;2015;8,8238
ANDALUCÍA;Ciudades y comunidades sostenibles;11.1.1.2;;2016;9,4426
ANDALUCÍA;Ciudades y comunidades sostenibles;11.1.1.2;;2017;8,1871
ANDALUCÍA;Ciudades y comunidades sostenibles;11.1.1.2;;2018;7,3143
ANDALUCÍA;Ciudades y comunidades sostenibles;11.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;2010;0,1204396
ANDALUCÍA;Ciudades y comunidades sostenibles;11.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;2011;0,107748919
ANDALUCÍA;Ciudades y comunidades sostenibles;11.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;2012;0,178930675
ANDALUCÍA;Ciudades y comunidades sostenibles;11.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;2013;0,059614196
ANDALUCÍA;Ciudades y comunidades sostenibles;11.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;2014;0,071506454
ANDALUCÍA;Ciudades y comunidades sostenibles;11.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;2015;0,17860681
ANDALUCÍA;Ciudades y comunidades sostenibles;11.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;2016;0,059495931
ANDALUCÍA;Ciudades y comunidades sostenibles;11.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;2017;0,130908729
ANDALUCÍA;Ciudades y comunidades sostenibles;11.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;2018;0,071375694
ANDALUCÍA;Ciudades y comunidades sostenibles;11.6.1.1;;2010;599,1808662
ANDALUCÍA;Ciudades y comunidades sostenibles;11.6.1.1;;2011;547,4493915
ANDALUCÍA;Ciudades y comunidades sostenibles;11.6.1.1;;2012;573,7011273
ANDALUCÍA;Ciudades y comunidades sostenibles;11.6.1.1;;2013;544,0265145
ANDALUCÍA;Ciudades y comunidades sostenibles;11.6.1.1;;2014;497,1177536
ANDALUCÍA;Ciudades y comunidades sostenibles;11.6.1.1;;2015;504,6137711
ANDALUCÍA;Ciudades y comunidades sostenibles;11.6.1.1;;2016;523,0395615
ANDALUCÍA;Ciudades y comunidades sostenibles;11.6.1.1;;2017;521,8970436
ANDALUCÍA;Acción por el clima;13.1.2.1;;2010;0,1204396
ANDALUCÍA;Acción por el clima;13.1.2.1;;2011;0,107748919
ANDALUCÍA;Acción por el clima;13.1.2.1;;2012;0,178930675
ANDALUCÍA;Acción por el clima;13.1.2.1;;2013;0,059614196
ANDALUCÍA;Acción por el clima;13.1.2.1;;2014;0,071506454
ANDALUCÍA;Acción por el clima;13.1.2.1;;2015;0,17860681
ANDALUCÍA;Acción por el clima;13.1.2.1;;2016;0,059495931
ANDALUCÍA;Acción por el clima;13.1.2.1;;2017;0,130908729
ANDALUCÍA;Acción por el clima;13.1.2.1;;2018;0,071375694
ANDALUCÍA;Acción por el clima;13.2.1.1;Total de Emisiones de Gases Efecto Invernadero de las unidades residentes per capita;2017;6,405280811
ANDALUCÍA;Acción por el clima;13.2.1.1;Total de Emisiones de Gases Efecto Invernadero de las unidades residentes per capita;2018;6,319211375
ANDALUCÍA;Acción por el clima;13.2.1.2;Total de Emisiones de Gases Efecto Invernadero de las unidades residentes por PIB;2017;0,352993313
ANDALUCÍA;Acción por el clima;13.2.1.2;Total de Emisiones de Gases Efecto Invernadero de las unidades residentes por PIB;2018;0,340746684
ANDALUCÍA;Paz, justicia e instituciones sólidas;16.1.4.1;Proporción de la población que se siente segura al caminar sola en su zona de residencia ;2013;78,72
ANDALUCÍA;Alianzas para lograr los objetivos;17.8.1.1;;2010;58,69
ANDALUCÍA;Alianzas para lograr los objetivos;17.8.1.1;;2011;61,67
ANDALUCÍA;Alianzas para lograr los objetivos;17.8.1.1;;2012;66,71
ANDALUCÍA;Alianzas para lograr los objetivos;17.8.1.1;;2013;66,99
ANDALUCÍA;Alianzas para lograr los objetivos;17.8.1.1;;2014;71,24
ANDALUCÍA;Alianzas para lograr los objetivos;17.8.1.1;;2015;74,14
ANDALUCÍA;Alianzas para lograr los objetivos;17.8.1.1;;2016;78,78
ANDALUCÍA;Alianzas para lograr los objetivos;17.8.1.1;;2017;83,93
ANDALUCÍA;Alianzas para lograr los objetivos;17.8.1.1;;2018;84,8
ANDALUCÍA;Alianzas para lograr los objetivos;17.8.1.1;;2019;89,45
ANDALUCÍA;Hambre cero;2.2.2.1;Proporción de menores de 2 a 17 años con obesidad, sobrepeso o peso insuficiente;2011;46,11366611
ANDALUCÍA;Hambre cero;2.2.2.1;Proporción de menores de 2 a 17 años con obesidad, sobrepeso o peso insuficiente;2012;46,11366611
ANDALUCÍA;Hambre cero;2.2.2.1;Proporción de menores de 2 a 17 años con obesidad, sobrepeso o peso insuficiente;2017;46,26811176
ANDALUCÍA;Hambre cero;2.4.1.1;;2010;17,11086199
ANDALUCÍA;Hambre cero;2.4.1.1;;2011;17,43263207
ANDALUCÍA;Hambre cero;2.4.1.1;;2012;19,33613403
ANDALUCÍA;Hambre cero;2.4.1.1;;2013;18,85664748
ANDALUCÍA;Hambre cero;2.4.1.1;;2014;15,82865802
ANDALUCÍA;Hambre cero;2.4.1.1;;2015;16,78170267
ANDALUCÍA;Hambre cero;2.4.1.1;;2016;20,14584949
ANDALUCÍA;Hambre cero;2.4.1.1;;2017;19,65221756
ANDALUCÍA;Hambre cero;2.4.1.1;;2018;19,60414508
ANDALUCÍA;Hambre cero;2.4.1.1;;2019;20,64858347
ANDALUCÍA;Salud y bienestar;3.1.1.1;Tasa de mortalidad materna;2010;4,33834774
ANDALUCÍA;Salud y bienestar;3.1.1.1;Tasa de mortalidad materna;2011;4,466678578
ANDALUCÍA;Salud y bienestar;3.1.1.1;Tasa de mortalidad materna;2012;1,157742402
ANDALUCÍA;Salud y bienestar;3.1.1.1;Tasa de mortalidad materna;2013;7,364674113
ANDALUCÍA;Salud y bienestar;3.1.1.1;Tasa de mortalidad materna;2014;7,299714095
ANDALUCÍA;Salud y bienestar;3.1.1.1;Tasa de mortalidad materna;2015;1,24018702
ANDALUCÍA;Salud y bienestar;3.1.1.1;Tasa de mortalidad materna;2016;2,523245398
ANDALUCÍA;Salud y bienestar;3.1.1.1;Tasa de mortalidad materna;2017;0
ANDALUCÍA;Salud y bienestar;3.1.1.1;Tasa de mortalidad materna;2018;1,407875656
ANDALUCÍA;Salud y bienestar;3.2.1.1;Tasa de mortalidad de niños menores de 5 años;2010;4,620340343
ANDALUCÍA;Salud y bienestar;3.2.1.1;Tasa de mortalidad de niños menores de 5 años;2011;4,500178667
ANDALUCÍA;Salud y bienestar;3.2.1.1;Tasa de mortalidad de niños menores de 5 años;2012;4,02894356
ANDALUCÍA;Salud y bienestar;3.2.1.1;Tasa de mortalidad de niños menores de 5 años;2013;3,743709341
ANDALUCÍA;Salud y bienestar;3.2.1.1;Tasa de mortalidad de niños menores de 5 años;2014;3,929679421
ANDALUCÍA;Salud y bienestar;3.2.1.1;Tasa de mortalidad de niños menores de 5 años;2015;3,311299344
ANDALUCÍA;Salud y bienestar;3.2.1.1;Tasa de mortalidad de niños menores de 5 años;2016;3,330683926
ANDALUCÍA;Salud y bienestar;3.2.1.1;Tasa de mortalidad de niños menores de 5 años;2017;3,802688662
ANDALUCÍA;Salud y bienestar;3.2.1.1;Tasa de mortalidad de niños menores de 5 años;2018;3,674555463
ANDALUCÍA;Salud y bienestar;3.2.2.1;Tasa de mortalidad neonatal;2010;2,537933428
ANDALUCÍA;Salud y bienestar;3.2.2.1;Tasa de mortalidad neonatal;2011;2,557173486
ANDALUCÍA;Salud y bienestar;3.2.2.1;Tasa de mortalidad neonatal;2012;2,153400868
ANDALUCÍA;Salud y bienestar;3.2.2.1;Tasa de mortalidad neonatal;2013;2,197127777
ANDALUCÍA;Salud y bienestar;3.2.2.1;Tasa de mortalidad neonatal;2014;2,688728025
ANDALUCÍA;Salud y bienestar;3.2.2.1;Tasa de mortalidad neonatal;2015;2,033906713
ANDALUCÍA;Salud y bienestar;3.2.2.1;Tasa de mortalidad neonatal;2016;1,917666503
ANDALUCÍA;Salud y bienestar;3.2.2.1;Tasa de mortalidad neonatal;2017;2,075411065
ANDALUCÍA;Salud y bienestar;3.2.2.1;Tasa de mortalidad neonatal;2018;2,224443537
ANDALUCÍA;Salud y bienestar;3.4.1.1;Tasa de mortalidad atribuida a las enfermedades cardiovasculares;2010;266,4123946
ANDALUCÍA;Salud y bienestar;3.4.1.1;Tasa de mortalidad atribuida a las enfermedades cardiovasculares;2011;267,0257659
ANDALUCÍA;Salud y bienestar;3.4.1.1;Tasa de mortalidad atribuida a las enfermedades cardiovasculares;2012;271,3185461
ANDALUCÍA;Salud y bienestar;3.4.1.1;Tasa de mortalidad atribuida a las enfermedades cardiovasculares;2013;258,4156168
ANDALUCÍA;Salud y bienestar;3.4.1.1;Tasa de mortalidad atribuida a las enfermedades cardiovasculares;2014;262,1307422
ANDALUCÍA;Salud y bienestar;3.4.1.1;Tasa de mortalidad atribuida a las enfermedades cardiovasculares;2015;280,091199
ANDALUCÍA;Salud y bienestar;3.4.1.1;Tasa de mortalidad atribuida a las enfermedades cardiovasculares;2016;264,6022054
ANDALUCÍA;Salud y bienestar;3.4.1.1;Tasa de mortalidad atribuida a las enfermedades cardiovasculares;2017;272,6233788
ANDALUCÍA;Salud y bienestar;3.4.1.1;Tasa de mortalidad atribuida a las enfermedades cardiovasculares;2018;270,1094177
ANDALUCÍA;Salud y bienestar;3.4.1.2;Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas;2010;32,47051609
ANDALUCÍA;Salud y bienestar;3.4.1.2;Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas;2011;33,12680659
